cycle_str,t_elapsed,unix_ts,cand_id,decode_success,sync_score,snr,llr_sd,ldpc_iters
251129_124345,11.559,1764420236.559,465,0,2.7020816802978516,-12,1.753861,36
251129_124345,11.569,1764420236.569,342,0,2.7897911071777344,1,1.8347921,0
251129_124345,11.571,1764420236.571,341,0,2.89677095413208,1,1.7707121,0
251129_124345,11.57,1764420236.57,529,0,2.655059814453125,-13,1.8281696,0
251129_124345,11.569,1764420236.569,528,0,2.5640883445739746,-13,1.7181696,0
251129_124345,11.721,1764420236.721,554,0,2.7900266647338867,-4,3.2856662,0
251129_124345,11.72,1764420236.72,553,0,2.57200026512146,-4,3.5660188,0
251129_124345,11.723,1764420236.723,537,0,2.560530662536621,-13,2.687222,0
251129_124345,11.722,1764420236.722,490,0,2.827752113342285,0,2.5286212,0
251129_124345,11.722,1764420236.722,488,0,3.6969571113586426,0,2.7505538,0
251129_124345,11.724,1764420236.724,419,0,2.3122713565826416,-4,2.6624706,0
251129_124345,11.719,1764420236.719,377,0,2.438288688659668,11,3.0648143,0
251129_124345,11.725,1764420236.725,339,0,2.3553576469421387,2,2.5491107,0
251129_124345,11.729,1764420236.729,494,0,2.3797621726989746,0,2.2107804,0
251129_124345,11.73,1764420236.73,334,0,2.685357093811035,-4,2.126325,0
251129_124345,11.732,1764420236.732,671,0,2.64693284034729,-16,2.097693,0
251129_124345,11.728,1764420236.728,538,0,2.8934624195098877,-13,2.380809,0
251129_124345,11.727,1764420236.727,424,0,2.382338047027588,-4,2.7972393,0
251129_124345,11.732,1764420236.732,535,0,2.9908525943756104,-13,2.3559546,0
251129_124345,11.749,1764420236.749,595,0,2.60798716545105,-9,1.8167316,0
251129_124345,11.735,1764420236.735,536,0,2.326728582382202,-13,2.0839934,0
251129_124345,11.735,1764420236.735,501,0,2.6303179264068604,3,1.8922797,0
251129_124345,11.765,1764420236.765,672,0,3.396280288696289,-16,2.074539,0
251129_124345,12.609,1764420237.609,489,0,3.7040960788726807,0,2.8774626,20
251129_124345,12.745,1764420237.745,513,0,3.3003995418548584,-14,1.7066709,31
251129_124345,12.764,1764420237.764,483,0,2.3362715244293213,0,2.6608632,0
251129_124345,12.763,1764420237.763,372,0,2.4201321601867676,11,2.8865104,0
251129_124345,12.765,1764420237.765,484,0,2.3905773162841797,0,2.4780822,0
251129_124345,12.765,1764420237.765,594,0,2.522876262664795,-9,1.9468393,0
251129_124345,12.767,1764420237.767,635,0,2.894972085952759,-14,1.8693889,0
251129_124345,12.764,1764420237.764,547,0,2.6270394325256348,-4,2.9892547,0
251129_124345,12.99,1764420237.99,407,1,10.945009231567383,3,4.085215,0
251129_124345,12.992,1764420237.992,562,1,9.382762908935547,14,3.8125594,0
251129_124345,12.992,1764420237.992,550,1,11.672518730163574,-4,4.0125494,0
251129_124345,12.994,1764420237.994,421,1,5.43536901473999,-4,3.8164897,0
251129_124345,12.993,1764420237.993,406,1,9.989994049072266,3,3.8232772,0
251129_124345,13.0,1764420238.0,382,0,2.8673324584960938,4,3.6100125,0
251129_124345,12.991,1764420237.991,422,1,5.199962139129639,-4,3.8329406,0
251129_124345,12.995,1764420237.995,551,1,10.240128517150879,-4,3.7174463,0
251129_124345,12.995,1764420237.995,447,1,7.953197956085205,4,3.731404,0
251129_124345,13.036,1764420238.036,448,1,7.378040790557861,4,3.556493,0
251129_124345,13.026,1764420238.026,558,0,2.7113935947418213,14,3.5092711,0
251129_124345,13.041,1764420238.041,559,0,2.865036725997925,14,3.6793158,0
251129_124345,12.996,1764420237.996,336,0,4.708271503448486,2,3.6302063,0
251129_124345,13.046,1764420238.046,486,1,3.420307159423828,0,3.3938627,0
251129_124345,13.034,1764420238.034,561,1,8.736336708068848,14,3.5855286,1
251129_124345,13.044,1764420238.044,383,0,2.768303871154785,4,3.3966484,0
251129_124345,13.076,1764420238.076,552,0,5.133029937744141,-4,3.3001597,0
251129_124345,13.04,1764420238.04,478,1,9.35761547088623,-11,3.4488323,0
251129_124345,13.049,1764420238.049,540,1,3.4886622428894043,-16,3.4836428,0
251129_124345,13.078,1764420238.078,543,0,2.473536491394043,-4,3.3535078,0
251129_124345,13.077,1764420238.077,170,0,2.3264617919921875,14,3.2008626,0
251129_124345,13.104,1764420238.104,420,0,3.4165878295898438,-4,3.1711805,0
251129_124345,13.102,1764420238.102,560,0,4.798459053039551,14,3.1973326,0
251129_124345,13.15,1764420238.15,479,1,8.251111030578613,-11,3.161476,0
251129_124345,13.129,1764420238.129,539,1,2.8075931072235107,-16,3.1436675,0
251129_124345,13.163,1764420238.163,409,0,2.351334810256958,3,3.114104,0
251129_124345,13.126,1764420238.126,375,1,5.04319953918457,11,3.3815715,1
251129_124345,13.151,1764420238.151,175,0,3.6153762340545654,14,3.0816507,0
251129_124345,13.19,1764420238.19,337,0,4.058150768280029,2,3.0541246,0
251129_124345,13.192,1764420238.192,487,1,3.2314774990081787,0,3.0391538,0
251129_124345,13.228,1764420238.228,176,0,3.265070915222168,14,2.9525023,0
251129_124345,13.29,1764420238.29,232,0,3.117295265197754,-19,2.897617,0
251129_124345,13.29,1764420238.29,174,0,2.35888671875,14,2.9211726,0
251129_124345,13.308,1764420238.308,374,1,4.52335786819458,11,3.069855,1
251129_124345,13.291,1764420238.291,335,0,3.512042760848999,2,2.8979015,0
251129_124345,13.386,1764420238.386,542,0,2.4549527168273926,-4,2.8372142,0
251129_124345,13.379,1764420238.379,233,0,2.85422420501709,-19,2.8460987,0
251129_124345,13.388,1764420238.388,548,0,3.1065914630889893,-5,2.8175645,0
251129_124345,13.417,1764420238.417,474,0,2.4979400634765625,-11,2.8095565,0
251129_124345,13.37,1764420238.37,169,0,3.0928213596343994,14,2.8863897,0
251129_124345,13.485,1764420238.485,373,0,2.4088289737701416,11,2.7858162,0
251129_124345,13.485,1764420238.485,449,0,3.9875972270965576,3,2.7988715,0
251129_124345,13.483,1764420238.483,549,1,8.292451858520508,-4,3.36,5
251129_124345,13.475,1764420238.475,564,0,3.445930004119873,13,2.8083138,0
251129_124345,13.54,1764420238.54,371,0,2.441263198852539,11,2.774062,0
251129_124345,13.602,1764420238.602,408,1,7.2241644859313965,3,3.3493235,6
251129_124345,13.56,1764420238.56,500,0,2.3959438800811768,-4,2.7420611,0
251129_124345,13.574,1764420238.574,521,0,3.7157039642333984,-14,2.7759712,0
251129_124345,13.684,1764420238.684,491,0,2.8177170753479004,0,2.7032752,0
251129_124345,13.666,1764420238.666,166,0,3.9349234104156494,14,2.7251434,0
251129_124345,13.706,1764420238.706,167,0,3.1844427585601807,14,2.722024,0
251129_124345,13.855,1764420238.855,463,0,2.7876346111297607,-8,2.6550922,0
251129_124345,14.01,1764420239.01,492,0,3.6035187244415283,0,2.6534567,0
251129_124345,14.255,1764420239.255,458,0,2.419121026992798,-10,2.6488876,0
251129_124345,14.305,1764420239.305,541,1,2.6724672317504883,-16,2.6932125,3
251129_124345,14.406,1764420239.406,462,0,2.729321241378784,-8,2.6444435,0
251129_124345,14.394,1764420239.394,446,0,5.321023941040039,4,2.6377387,0
251129_124345,14.565,1764420239.565,168,0,3.340532064437866,14,2.5870495,0
251129_124345,14.526,1764420239.526,485,1,2.354860782623291,0,2.7981222,8
251129_124345,14.777,1764420239.777,338,0,3.2039670944213867,2,2.5372381,0
251129_124345,14.928,1764420239.928,443,0,2.5687575340270996,3,2.5321891,0
251129_124345,14.93,1764420239.93,523,0,2.5153281688690186,-13,2.5241306,0
251129_124345,14.932,1764420239.932,104,0,2.8823471069335938,-10,2.5106964,0
251129_124345,14.935,1764420239.935,497,0,2.3841564655303955,-4,2.5095727,0
251129_124345,14.989,1764420239.989,499,0,2.9721734523773193,-4,2.5088823,0
251129_124400,0.067,1764420240.067,522,0,3.3920092582702637,-14,2.4768796,0
251129_124400,0.197,1764420240.197,520,0,2.701676845550537,-14,2.4578218,0
251129_124400,0.305,1764420240.305,565,0,2.546950101852417,13,2.4474173,0
251129_124400,0.309,1764420240.309,112,0,3.799544095993042,-8,2.4437232,0
251129_124400,0.312,1764420240.312,370,0,2.608039140701294,11,2.4374645,0
251129_124400,0.384,1764420240.384,378,0,2.4691531658172607,11,2.4249907,0
251129_124400,0.44,1764420240.44,376,1,3.5260510444641113,11,2.8848116,11
251129_124400,0.442,1764420240.442,59,0,2.5798115730285645,7,2.4245055,0
251129_124400,0.664,1764420240.664,493,0,3.3246264457702637,0,2.3999076,0
251129_124400,0.647,1764420240.647,454,0,2.6534178256988525,-10,2.4227514,0
251129_124400,0.707,1764420240.707,400,0,2.639338493347168,2,2.393972,0
251129_124400,0.902,1764420240.902,482,0,2.594170570373535,0,2.388986,0
251129_124400,0.837,1764420240.837,118,0,3.253899574279785,-8,2.3872924,0
251129_124400,1.005,1764420241.005,445,0,2.489569664001465,3,2.3864338,0
251129_124400,1.276,1764420241.276,105,0,2.3482296466827393,-10,2.383667,0
251129_124400,1.356,1764420241.356,133,0,2.394397735595703,-5,2.3804865,0
251129_124400,1.607,1764420241.607,122,0,2.331468105316162,-8,2.3804486,0
251129_124400,1.71,1764420241.71,155,0,2.7914862632751465,-4,2.368566,0
251129_124400,1.839,1764420241.839,498,0,2.9798903465270996,-4,2.3634675,0
251129_124400,1.916,1764420241.916,83,0,2.302541971206665,-8,2.356834,0
251129_124400,2.061,1764420242.061,113,0,4.104539394378662,-8,2.3468707,0
251129_124400,2.142,1764420242.142,563,0,6.40798282623291,14,3.1673474,27
251129_124400,2.207,1764420242.207,428,0,3.0755279064178467,-5,2.340579,0
251129_124400,2.256,1764420242.256,429,0,2.8554799556732178,-5,2.3342006,0
251129_124400,2.293,1764420242.293,532,0,2.454756021499634,-15,2.3266866,0
251129_124400,2.375,1764420242.375,405,0,5.265625476837158,3,3.3014588,27
251129_124400,2.371,1764420242.371,119,0,3.0861058235168457,-8,2.2905657,0
251129_124400,2.418,1764420242.418,473,0,2.6881608963012695,-11,2.2622607,0
251129_124400,2.446,1764420242.446,103,0,3.11738920211792,-10,2.2569866,0
251129_124400,2.445,1764420242.445,470,0,4.826889514923096,-11,2.2606096,0
251129_124400,2.463,1764420242.463,117,0,2.3407723903656006,-8,2.2498972,0
251129_124400,2.495,1764420242.495,472,0,2.367042064666748,-12,2.210218,0
251129_124400,2.559,1764420242.559,379,0,2.3282933235168457,9,2.2050607,0
251129_124400,2.591,1764420242.591,444,0,2.483208417892456,3,2.181719,0
251129_124400,2.671,1764420242.671,401,0,2.6045377254486084,2,2.162258,0
251129_124400,2.716,1764420242.716,471,0,4.255041122436523,-11,2.1458707,0
251129_124400,2.655,1764420242.655,151,0,2.6067843437194824,-5,2.1659899,0
251129_124400,2.755,1764420242.755,156,0,7.06425142288208,-5,2.1226444,0
251129_124400,2.839,1764420242.839,97,0,4.561553001403809,-10,2.12005,0
251129_124400,2.84,1764420242.84,152,0,2.8980393409729004,-5,2.1176143,0
251129_124400,2.803,1764420242.803,480,1,4.2790350914001465,-12,2.5848403,16
251129_124400,2.877,1764420242.877,102,0,2.598083972930908,-10,2.079835,0
251129_124400,2.878,1764420242.878,524,0,3.062464475631714,-14,2.0710056,0
251129_124400,2.977,1764420242.977,19,0,2.3391385078430176,1,2.0160298,0
251129_124400,2.995,1764420242.995,555,0,2.32586407661438,-4,1.9870703,0
251129_124400,2.977,1764420242.977,436,0,3.429619073867798,-1,2.061239,0
251129_124400,3.053,1764420243.053,343,0,2.325469493865967,2,1.9691696,0
251129_124400,3.054,1764420243.054,426,0,3.2675085067749023,-5,1.978851,0
251129_124400,3.119,1764420243.119,427,0,2.6852169036865234,-5,1.9743232,0
251129_124400,3.12,1764420243.12,425,0,2.6931018829345703,-5,1.9603904,0
251129_124400,3.199,1764420243.199,526,0,6.843113899230957,-15,2.9581017,29
251129_124400,3.135,1764420243.135,495,0,2.3917605876922607,0,1.9587678,0
251129_124400,3.188,1764420243.188,530,0,2.433748245239258,-14,1.9428979,0
251129_124400,3.23,1764420243.23,340,0,2.341639995574951,2,1.9383079,0
251129_124400,3.213,1764420243.213,259,0,2.7007648944854736,-19,1.941789,0
251129_124400,3.248,1764420243.248,437,0,3.0788698196411133,-1,1.9220337,0
251129_124400,3.268,1764420243.268,430,0,2.410287380218506,-5,1.8409201,0
251129_124400,3.277,1764420243.277,96,0,4.416418552398682,-10,1.9172921,0
251129_124400,3.291,1764420243.291,157,0,11.404423713684082,-5,1.8212761,0
251129_124400,3.301,1764420243.301,469,0,3.38299560546875,-11,1.8666395,0
251129_124400,3.302,1764420243.302,98,0,2.3987762928009033,-10,1.7875144,0
251129_124400,3.375,1764420243.375,525,0,6.304072380065918,-14,2.624201,24
251129_124400,3.37,1764420243.37,231,0,2.4393370151519775,-17,1.7717383,0
251129_124400,3.354,1764420243.354,667,0,2.409193277359009,-18,1.7783008,0
251129_124400,3.387,1764420243.387,527,0,5.132065773010254,-15,2.6689217,27
251129_124400,3.4,1764420243.4,35,0,2.337090492248535,-15,1.7670977,0
251129_124400,3.436,1764420243.436,158,0,11.442479133605957,-5,1.7550172,0
251129_124400,3.436,1764420243.436,518,0,2.549445390701294,-14,1.7576088,0
251129_124400,3.398,1764420243.398,519,0,2.3057916164398193,-14,1.7674431,0
251129_124400,3.399,1764420243.399,481,0,2.572396993637085,-12,1.7729212,0
251129_124400,3.468,1764420243.468,517,0,2.7519924640655518,-14,1.7499344,0
251129_124400,3.44,1764420243.44,159,0,6.869706630706787,-5,1.7172495,0
251129_124400,3.711,1764420243.711,423,0,2.9596328735351562,-4,2.7424605,34
251129_124400,3.793,1764420243.793,477,1,6.414951324462891,-11,2.75959,37
251129_124400,3.999,1764420243.999,418,0,2.495374917984009,-4,2.3855982,37
251129_124400,4.021,1764420244.021,410,0,2.596313953399658,3,3.8322961,0
251129_124400,4.024,1764420244.024,171,0,2.4034879207611084,14,3.1671944,0
251129_124400,4.023,1764420244.023,389,0,3.2531495094299316,4,3.4769082,0
251129_124400,4.023,1764420244.023,415,1,10.196663856506348,-6,3.5602741,0
251129_124400,4.03,1764420244.03,380,0,2.3177592754364014,7,2.7730234,0
251129_124400,4.026,1764420244.026,61,0,2.337684392929077,4,3.1045644,0
251129_124400,4.036,1764420244.036,49,0,3.276507616043091,10,2.2025554,0
251129_124400,4.039,1764420244.039,135,0,2.9169158935546875,-5,2.109897,0
251129_124400,4.041,1764420244.041,533,0,2.5219566822052,-14,2.070929,0
251129_124400,4.042,1764420244.042,534,0,2.8263022899627686,-15,2.0447524,0
251129_124400,4.044,1764420244.044,100,0,2.6756632328033447,-10,2.03188,0
251129_124400,4.027,1764420244.027,60,0,2.390594720840454,4,3.2832582,0
251129_124400,4.048,1764420244.048,241,0,3.138869524002075,-24,1.9717599,0
251129_124400,4.051,1764420244.051,242,0,2.8325095176696777,-24,1.9560783,0
251129_124400,4.027,1764420244.027,172,0,2.9706802368164062,14,3.3196945,0
251129_124400,4.025,1764420244.025,173,0,2.6064770221710205,14,3.1355586,0
251129_124400,4.046,1764420244.046,417,0,2.519305944442749,-5,2.0256436,0
251129_124400,4.055,1764420244.055,50,0,2.532620429992676,11,1.9098191,0
251129_124400,4.033,1764420244.033,134,0,2.8916449546813965,-5,2.2842617,0
251129_124400,4.035,1764420244.035,48,0,2.3465383052825928,10,2.300538,0
251129_124400,4.028,1764420244.028,381,0,2.355515718460083,5,3.0681326,0
251129_124400,4.034,1764420244.034,416,0,6.028130531311035,-6,3.074287,0
251129_124400,4.058,1764420244.058,455,0,2.544862985610962,-10,1.8487047,0
251129_124400,4.056,1764420244.056,515,0,2.544769048690796,-17,1.863398,0
251129_124400,4.059,1764420244.059,177,0,2.7443270683288574,13,1.8540874,0
251129_124400,4.063,1764420244.063,99,0,2.3000688552856445,-10,1.8413761,0
251129_124400,4.065,1764420244.065,101,0,2.412310838699341,-10,1.8388059,0
251129_124400,4.066,1764420244.066,37,0,4.067084789276123,-15,1.8035285,0
251129_124400,4.06,1764420244.06,457,0,2.3934385776519775,-10,1.9488853,0
251129_124400,4.066,1764420244.066,178,0,2.319087266921997,12,1.8423765,0
251129_124400,4.068,1764420244.068,240,0,2.7753255367279053,-24,1.7695125,0
251129_124400,4.072,1764420244.072,38,0,3.6032345294952393,-15,1.7305889,0
251129_124400,4.071,1764420244.071,109,0,2.416741371154785,-14,1.7924931,0
251129_124400,10.952,1764420250.952,942,0,2.3133230209350586,-8,1.7090877,0
251129_124400,11.026,1764420251.026,997,0,2.33512544631958,-15,1.974853,0
251129_124400,11.365,1764420251.365,1102,0,2.493809700012207,-13,1.8005636,0
251129_124400,11.421,1764420251.421,968,0,2.7843964099884033,-6,1.7944679,0
251129_124400,11.467,1764420251.467,893,0,2.549593448638916,-13,1.7693441,0
251129_124400,11.556,1764420251.556,1214,0,2.857384204864502,-14,1.7248452,0
251129_124400,11.579,1764420251.579,964,0,3.465366840362549,-2,1.9480246,0
251129_124400,11.58,1764420251.58,963,0,3.4710001945495605,-2,1.7223995,0
251129_124400,11.955,1764420251.955,1003,0,2.854703426361084,-14,1.7362876,0
251129_124400,12.565,1764420252.565,1001,0,3.2009875774383545,-14,1.7046158,56
251129_124400,12.648,1764420252.648,1175,0,2.349539279937744,-9,2.0269668,0
251129_124400,12.646,1764420252.646,837,0,2.452786445617676,9,2.336666,0
251129_124400,12.65,1764420252.65,998,0,2.3881943225860596,-16,2.1024637,0
251129_124400,12.649,1764420252.649,836,0,2.7558162212371826,9,1.8815339,0
251129_124400,12.646,1764420252.646,1101,0,2.7754454612731934,-9,2.2603092,0
251129_124400,12.655,1764420252.655,896,0,3.2629220485687256,-14,1.7625924,0
251129_124400,12.648,1764420252.648,835,0,2.5640323162078857,9,2.0076642,0
251129_124400,12.653,1764420252.653,992,0,3.986002206802368,-15,1.7810504,0
251129_124400,12.651,1764420252.651,1100,0,2.5018744468688965,-10,1.8062134,0
251129_124400,12.65,1764420252.65,1181,0,2.3659472465515137,0,3.308806,0
251129_124400,12.647,1764420252.647,1000,0,2.344688892364502,-14,2.170025,0

251129_124400,12.76,1764420252.76,929,1,4.800924301147461,13,4.1970615,0
251129_124400,12.761,1764420252.761,1096,1,5.034777641296387,2,3.7828827,0
251129_124400,12.764,1764420252.764,1092,0,2.4451193809509277,2,3.404219,0
251129_124400,12.76,1764420252.76,850,1,5.733835697174072,9,3.90248,0
251129_124400,12.767,1764420252.767,1083,1,2.5059359073638916,4,3.372364,0
251129_124400,12.791,1764420252.791,839,0,2.608579397201538,9,3.2523572,0
251129_124400,12.762,1764420252.762,849,1,5.2531208992004395,9,3.404855,0
251129_124400,12.764,1764420252.764,1095,1,5.116856098175049,2,3.5659573,0
251129_124400,12.766,1764420252.766,928,1,4.731688976287842,13,4.236319,0
251129_124400,12.826,1764420252.826,1084,1,2.623035430908203,4,3.3703945,0
251129_124400,12.796,1764420252.796,1097,0,3.1340858936309814,2,2.9485888,0
251129_124400,12.823,1764420252.823,851,1,4.295272350311279,9,3.7495098,1
251129_124400,12.831,1764420252.831,848,0,4.0876145362854,8,2.934253,0
251129_124400,12.834,1764420252.834,869,1,5.63528299331665,-5,2.902754,0
251129_124400,12.836,1764420252.836,846,0,2.6378071308135986,8,2.8956687,0
251129_124400,12.838,1764420252.838,1093,0,2.3307769298553467,2,2.8502,0
251129_124400,12.839,1764420252.839,1094,0,3.4421005249023438,1,2.7556171,0
251129_124400,12.828,1764420252.828,838,0,2.30833101272583,7,2.9403486,0
251129_124400,12.844,1764420252.844,847,0,3.102505922317505,8,2.655609,0
251129_124400,12.849,1764420252.849,1182,0,2.610729694366455,0,2.5688868,0
251129_124400,12.851,1764420252.851,899,0,2.7594425678253174,-4,2.5133793,0
251129_124400,12.841,1764420252.841,866,0,2.466055154800415,-5,2.7011607,0
251129_124400,12.795,1764420252.795,924,0,2.8740320205688477,13,3.1142614,0
251129_124400,12.83,1764420252.83,923,0,2.6093316078186035,13,2.9424598,0
251129_124400,12.863,1764420252.863,1087,0,2.955071449279785,3,2.4246016,0
251129_124400,12.888,1764420252.888,871,0,3.3306190967559814,-5,2.4127283,0
251129_124400,12.892,1764420252.892,1085,0,2.426438093185425,2,2.3478992,0
251129_124400,12.846,1764420252.846,1088,0,2.9491636753082275,3,2.654811,0
251129_124400,12.916,1764420252.916,1174,0,2.3310272693634033,-9,2.1216972,0
251129_124400,12.914,1764420252.914,1180,0,2.4546236991882324,-1,2.3374484,0
251129_124400,12.913,1764420252.913,1173,0,2.6469876766204834,-9,2.3898075,0
251129_124400,12.918,1764420252.918,898,0,2.612741708755493,-4,2.1164591,0
251129_124400,12.958,1764420252.958,867,0,2.301969528198242,-5,2.068031,0
251129_124400,12.927,1764420252.927,845,0,2.439857244491577,3,2.0756729,0
251129_124400,12.989,1764420252.989,870,1,5.1163811683654785,-5,2.6447163,2
251129_124400,12.928,1764420252.928,1086,0,2.3088083267211914,2,2.1874008,0
251129_124400,12.993,1764420252.993,897,0,2.5174942016601562,-9,1.8710406,0
251129_124400,12.992,1764420252.992,840,0,2.45268177986145,9,1.9929798,0
251129_124400,13.026,1764420253.026,863,0,2.6384737491607666,-6,1.8134469,0
251129_124400,13.047,1764420253.047,865,0,3.101118564605713,-5,1.7519085,0
251129_124400,13.046,1764420253.046,864,0,3.1433157920837402,-5,1.8018646,0
251129_124400,12.959,1764420252.959,842,0,2.30490779876709,9,2.0377111,0
