cycle_str,t_elapsed,unix_ts,n_synced,n_pending_demap,n_demapped,n_pending_ldpc,n_ldpcd,n_decoded,n_unique,ldpc_success_pc
251129_124430,4.966,1764420274.966,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,4.978,1764420274.978,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,4.99,1764420274.99,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.002,1764420275.002,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.015,1764420275.015,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.027,1764420275.027,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.039,1764420275.039,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.051,1764420275.051,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.063,1764420275.063,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.075,1764420275.075,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.087,1764420275.087,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.099,1764420275.099,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.111,1764420275.111,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.123,1764420275.123,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.135,1764420275.135,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.147,1764420275.147,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.159,1764420275.159,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.171,1764420275.171,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.183,1764420275.183,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.195,1764420275.195,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.207,1764420275.207,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.219,1764420275.219,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.231,1764420275.231,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.243,1764420275.243,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.257,1764420275.257,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.269,1764420275.269,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.281,1764420275.281,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.293,1764420275.293,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.305,1764420275.305,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.316,1764420275.316,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.328,1764420275.328,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.34,1764420275.34,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.352,1764420275.352,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.366,1764420275.366,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.377,1764420275.377,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.389,1764420275.389,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.401,1764420275.401,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.413,1764420275.413,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.425,1764420275.425,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.438,1764420275.438,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.45,1764420275.45,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.462,1764420275.462,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.474,1764420275.474,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.486,1764420275.486,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.498,1764420275.498,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.51,1764420275.51,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.522,1764420275.522,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.534,1764420275.534,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.546,1764420275.546,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.558,1764420275.558,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.57,1764420275.57,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.582,1764420275.582,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.594,1764420275.594,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.607,1764420275.607,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.619,1764420275.619,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.631,1764420275.631,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.643,1764420275.643,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.655,1764420275.655,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.666,1764420275.666,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.678,1764420275.678,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.69,1764420275.69,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.702,1764420275.702,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.714,1764420275.714,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.726,1764420275.726,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.738,1764420275.738,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.75,1764420275.75,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.762,1764420275.762,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.774,1764420275.774,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.786,1764420275.786,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.798,1764420275.798,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.809,1764420275.809,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.821,1764420275.821,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.833,1764420275.833,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.846,1764420275.846,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.857,1764420275.857,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.87,1764420275.87,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.882,1764420275.882,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.894,1764420275.894,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.907,1764420275.907,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.919,1764420275.919,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.931,1764420275.931,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.943,1764420275.943,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.956,1764420275.956,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.967,1764420275.967,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.979,1764420275.979,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,5.991,1764420275.991,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.003,1764420276.003,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.015,1764420276.015,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.027,1764420276.027,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.039,1764420276.039,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.051,1764420276.051,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.063,1764420276.063,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.076,1764420276.076,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.088,1764420276.088,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.1,1764420276.1,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.111,1764420276.111,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.123,1764420276.123,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.135,1764420276.135,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.147,1764420276.147,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.159,1764420276.159,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.171,1764420276.171,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.183,1764420276.183,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.195,1764420276.195,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.207,1764420276.207,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.22,1764420276.22,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.232,1764420276.232,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.244,1764420276.244,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.256,1764420276.256,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.268,1764420276.268,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.28,1764420276.28,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.292,1764420276.292,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.304,1764420276.304,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.316,1764420276.316,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.328,1764420276.328,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.34,1764420276.34,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.352,1764420276.352,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.364,1764420276.364,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.376,1764420276.376,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.388,1764420276.388,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.4,1764420276.4,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.412,1764420276.412,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.426,1764420276.426,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.438,1764420276.438,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.45,1764420276.45,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.462,1764420276.462,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.474,1764420276.474,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.486,1764420276.486,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.498,1764420276.498,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.51,1764420276.51,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.522,1764420276.522,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.534,1764420276.534,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.546,1764420276.546,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.558,1764420276.558,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.57,1764420276.57,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.582,1764420276.582,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.594,1764420276.594,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.605,1764420276.605,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.617,1764420276.617,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.629,1764420276.629,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.641,1764420276.641,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.653,1764420276.653,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.665,1764420276.665,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.677,1764420276.677,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.689,1764420276.689,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.701,1764420276.701,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.713,1764420276.713,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.726,1764420276.726,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.738,1764420276.738,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.75,1764420276.75,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.762,1764420276.762,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.775,1764420276.775,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.787,1764420276.787,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.799,1764420276.799,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.812,1764420276.812,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.824,1764420276.824,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.836,1764420276.836,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.848,1764420276.848,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.86,1764420276.86,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.872,1764420276.872,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.884,1764420276.884,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.896,1764420276.896,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.908,1764420276.908,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.921,1764420276.921,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.933,1764420276.933,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.945,1764420276.945,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.958,1764420276.958,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.97,1764420276.97,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.981,1764420276.981,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,6.993,1764420276.993,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.005,1764420277.005,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.017,1764420277.017,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.029,1764420277.029,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.041,1764420277.041,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.053,1764420277.053,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.065,1764420277.065,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.077,1764420277.077,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.089,1764420277.089,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.101,1764420277.101,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.113,1764420277.113,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.125,1764420277.125,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.138,1764420277.138,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.15,1764420277.15,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.162,1764420277.162,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.174,1764420277.174,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.186,1764420277.186,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.198,1764420277.198,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.21,1764420277.21,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.221,1764420277.221,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.233,1764420277.233,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.245,1764420277.245,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.257,1764420277.257,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.269,1764420277.269,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.281,1764420277.281,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.293,1764420277.293,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.306,1764420277.306,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.317,1764420277.317,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.329,1764420277.329,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.341,1764420277.341,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.353,1764420277.353,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.366,1764420277.366,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.378,1764420277.378,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.391,1764420277.391,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.403,1764420277.403,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.415,1764420277.415,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.427,1764420277.427,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.439,1764420277.439,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.451,1764420277.451,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.463,1764420277.463,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.475,1764420277.475,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.486,1764420277.486,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.498,1764420277.498,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.51,1764420277.51,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.522,1764420277.522,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.534,1764420277.534,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.546,1764420277.546,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.558,1764420277.558,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.57,1764420277.57,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.582,1764420277.582,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.594,1764420277.594,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.606,1764420277.606,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.618,1764420277.618,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.63,1764420277.63,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.643,1764420277.643,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.656,1764420277.656,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.668,1764420277.668,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.68,1764420277.68,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.692,1764420277.692,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.704,1764420277.704,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.716,1764420277.716,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.728,1764420277.728,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.74,1764420277.74,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.752,1764420277.752,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.765,1764420277.765,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.777,1764420277.777,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.789,1764420277.789,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.801,1764420277.801,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.813,1764420277.813,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.825,1764420277.825,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.836,1764420277.836,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.848,1764420277.848,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.86,1764420277.86,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.872,1764420277.872,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.884,1764420277.884,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.896,1764420277.896,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.908,1764420277.908,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.921,1764420277.921,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.933,1764420277.933,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.945,1764420277.945,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.957,1764420277.957,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.969,1764420277.969,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.981,1764420277.981,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,7.993,1764420277.993,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.004,1764420278.004,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.016,1764420278.016,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.028,1764420278.028,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.04,1764420278.04,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.052,1764420278.052,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.064,1764420278.064,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.076,1764420278.076,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.088,1764420278.088,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.1,1764420278.1,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.111,1764420278.111,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.123,1764420278.123,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.136,1764420278.136,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.148,1764420278.148,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.16,1764420278.16,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.172,1764420278.172,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.185,1764420278.185,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.197,1764420278.197,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.209,1764420278.209,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.221,1764420278.221,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.233,1764420278.233,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.246,1764420278.246,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.257,1764420278.257,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.269,1764420278.269,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.281,1764420278.281,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.293,1764420278.293,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.305,1764420278.305,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.317,1764420278.317,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.329,1764420278.329,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.341,1764420278.341,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.353,1764420278.353,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.365,1764420278.365,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.377,1764420278.377,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.389,1764420278.389,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.401,1764420278.401,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.413,1764420278.413,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.425,1764420278.425,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.437,1764420278.437,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.45,1764420278.45,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.462,1764420278.462,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.475,1764420278.475,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.487,1764420278.487,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.499,1764420278.499,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.511,1764420278.511,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.523,1764420278.523,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.535,1764420278.535,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.547,1764420278.547,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.559,1764420278.559,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.571,1764420278.571,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.583,1764420278.583,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.595,1764420278.595,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.606,1764420278.606,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.618,1764420278.618,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.63,1764420278.63,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.642,1764420278.642,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.654,1764420278.654,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.666,1764420278.666,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.678,1764420278.678,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.691,1764420278.691,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.703,1764420278.703,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.715,1764420278.715,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.727,1764420278.727,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.739,1764420278.739,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.751,1764420278.751,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.763,1764420278.763,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.776,1764420278.776,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.788,1764420278.788,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.8,1764420278.8,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.812,1764420278.812,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.823,1764420278.823,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.837,1764420278.837,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.849,1764420278.849,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.861,1764420278.861,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.874,1764420278.874,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.886,1764420278.886,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.898,1764420278.898,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.911,1764420278.911,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.923,1764420278.923,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.936,1764420278.936,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.948,1764420278.948,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.96,1764420278.96,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.972,1764420278.972,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.984,1764420278.984,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,8.997,1764420278.997,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.009,1764420279.009,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.021,1764420279.021,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.033,1764420279.033,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.046,1764420279.046,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.06,1764420279.06,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.072,1764420279.072,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.084,1764420279.084,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.097,1764420279.097,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.109,1764420279.109,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.121,1764420279.121,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.133,1764420279.133,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.145,1764420279.145,631,0,0,0,48,6,2,0.12499973958387586
251129_124430,9.157,1764420279.157,631,0,0,0,48,6,2,0.12499973958387586
