cycle_str,t_elapsed,unix_ts,cand_id,decode_success,sync_score,snr,llr_sd,ldpc_iters
251129_140300,0.584,1764424980.584,1133,0,3.119269371032715,-14,2.5163906,0
251129_140300,0.692,1764424980.692,1014,0,2.895120620727539,-15,2.4958658,0
251129_140300,0.741,1764424980.741,1023,0,2.3595190048217773,-6,2.469948,0
251129_140300,0.723,1764424980.723,943,0,7.527040004730225,14,2.4971035,0
251129_140300,0.74,1764424980.74,1021,1,7.01345682144165,-6,2.9701145,5
251129_140300,0.895,1764424980.895,1022,0,4.1329665184021,-6,2.4202306,0
251129_140300,1.119,1764424981.119,1053,1,7.623835563659668,9,2.6507938,5
251129_140300,1.121,1764424981.121,1038,0,2.445173501968384,9,2.4074707,0
251129_140300,1.12,1764424981.12,971,1,4.086052417755127,-8,2.4280062,2
251129_140300,1.227,1764424981.227,1158,0,3.022651433944702,-6,2.387465,0
251129_140300,1.158,1764424981.158,938,0,2.6098697185516357,14,2.395296,0
251129_140300,1.244,1764424981.244,940,0,4.9822611808776855,13,2.4065342,0
251129_140300,1.295,1764424981.295,1067,1,5.416557312011719,-11,2.4807453,4
251129_140300,1.3,1764424981.3,918,0,5.571376800537109,-14,2.3286862,0
251129_140300,1.319,1764424981.319,1134,0,2.9813218116760254,-14,2.3046358,0
251129_140300,1.302,1764424981.302,1157,0,3.8338913917541504,-6,2.3122172,0
251129_140300,1.368,1764424981.368,1015,0,2.9809513092041016,-15,2.2985194,0
251129_140300,1.369,1764424981.369,980,1,2.355743646621704,-12,2.5828598,5
251129_140300,1.399,1764424981.399,1010,0,4.730888843536377,-15,2.2581275,0
251129_140300,1.289,1764424981.289,1162,0,5.705357074737549,-7,2.3504999,0
251129_140300,1.37,1764424981.37,1044,0,2.3066647052764893,8,2.3042006,0
251129_140300,1.442,1764424981.442,1016,0,2.4866857528686523,-15,2.2452743,0
251129_140300,1.493,1764424981.493,1042,0,3.2116758823394775,9,2.2384877,0
251129_140300,1.495,1764424981.495,1054,0,2.359602689743042,8,2.2370157,0
251129_140300,1.509,1764424981.509,1143,0,2.6217384338378906,-14,2.199325,0
251129_140300,1.526,1764424981.526,1142,0,2.8035616874694824,-14,2.2246077,0
251129_140300,1.44,1764424981.44,1007,0,3.4376018047332764,-15,2.2502673,0
251129_140300,1.551,1764424981.551,1069,1,5.136712551116943,-12,2.4726853,6
251129_140300,1.57,1764424981.57,1040,0,3.097161054611206,9,2.1701353,0
251129_140300,1.589,1764424981.589,944,0,3.1127700805664062,13,2.1043644,0
251129_140300,1.605,1764424981.605,1163,0,4.006997585296631,-7,2.0689998,0
251129_140300,1.617,1764424981.617,1043,0,3.15185284614563,9,2.1088688,0
251129_140300,1.605,1764424981.605,1083,0,2.3981597423553467,2,2.1410465,0
251129_140300,1.653,1764424981.653,935,0,2.7144670486450195,13,2.0448523,0
251129_140300,1.669,1764424981.669,1024,0,2.3211662769317627,-6,2.0410259,0
251129_140300,1.655,1764424981.655,1041,0,2.5117056369781494,8,2.052137,0
251129_140300,1.669,1764424981.669,1161,0,5.054546356201172,-7,2.0351138,0
251129_140300,1.705,1764424981.705,1141,0,2.706895589828491,-14,2.016867,0
251129_140300,1.686,1764424981.686,976,0,2.4699628353118896,-11,2.0169554,0
251129_140300,1.737,1764424981.737,974,0,3.1559665203094482,-10,2.0101433,0
251129_140300,1.783,1764424981.783,1073,0,3.3899333477020264,-2,1.986167,0
251129_140300,1.784,1764424981.784,1066,0,2.5089709758758545,-11,1.9780227,0
251129_140300,1.737,1764424981.737,1146,0,2.3090503215789795,-15,1.9935995,0
251129_140300,1.847,1764424981.847,1140,0,2.391209602355957,-14,1.9068165,0
251129_140300,1.828,1764424981.828,1080,0,6.861583709716797,2,1.9296473,0
251129_140300,1.896,1764424981.896,950,0,2.588392972946167,13,1.8291333,0
251129_140300,1.874,1764424981.874,1081,0,6.499586582183838,2,1.9453244,0
251129_140300,1.89,1764424981.89,1160,0,3.057887077331543,-6,1.8617228,0
251129_140300,1.889,1764424981.889,1079,0,4.23187255859375,2,1.86059,0
251129_140300,2.384,1764424982.384,1118,1,4.047030925750732,-24,1.8133726,4
251129_140300,2.943,1764424982.943,1087,0,3.850989818572998,3,2.945872,24
251129_140300,3.256,1764424983.256,1037,1,4.656077861785889,9,3.2239509,30
251129_140300,3.446,1764424983.446,1050,0,8.321495056152344,9,2.5992568,34
251129_140300,3.495,1764424983.495,919,1,5.216349124908447,-14,2.103302,21
251129_140300,3.655,1764424983.655,1019,0,4.813241004943848,-6,2.4126089,38
251129_140300,3.711,1764424983.711,939,0,2.556391716003418,11,2.780474,0
251129_140300,3.715,1764424983.715,1065,0,2.3751916885375977,-12,2.819352,0
251129_140300,3.712,1764424983.712,1095,0,3.4698376655578613,4,3.6882813,0
251129_140300,3.712,1764424983.712,1047,0,4.679696559906006,9,2.668499,0
251129_140300,3.713,1764424983.713,1094,0,2.4775609970092773,10,3.9044757,0
251129_140300,3.711,1764424983.711,1060,0,4.691669464111328,9,2.7572317,0
251129_140300,3.714,1764424983.714,1046,0,4.620896816253662,9,2.745503,0
251129_140300,3.709,1764424983.709,1096,0,3.025136709213257,3,3.6571794,0
251129_140300,3.718,1764424983.718,970,0,2.6359472274780273,-8,2.5367978,0
251129_140300,3.731,1764424983.731,1057,0,2.4534146785736084,8,2.5365238,0
251129_140300,3.733,1764424983.733,1061,0,2.4049041271209717,8,2.4202895,0
251129_140300,3.709,1764424983.709,1055,0,2.82755970954895,9,3.0669274,0
251129_140300,3.737,1764424983.737,952,0,3.0429840087890625,3,2.370197,0
251129_140300,3.736,1764424983.736,953,0,3.2383792400360107,2,2.4013429,0
251129_140300,3.754,1764424983.754,1045,0,2.577472686767578,9,2.285218,0
251129_140300,3.752,1764424983.752,1048,0,2.4135963916778564,9,2.3443599,0
251129_140300,3.721,1764424983.721,1058,0,3.7318079471588135,9,2.4527411,0
251129_140300,3.735,1764424983.735,1062,0,2.351106643676758,-11,2.4030082,0
251129_140300,3.752,1764424983.752,1093,0,2.4084341526031494,10,2.343499,0
251129_140300,3.72,1764424983.72,946,0,2.967289686203003,11,2.4589267,0
251129_140300,3.756,1764424983.756,951,0,2.6243491172790527,3,2.2836766,0
251129_140300,3.755,1764424983.755,1025,0,2.445751190185547,-8,2.2840946,0
251129_140300,3.759,1764424983.759,945,0,2.8797152042388916,11,2.181449,0
251129_140300,3.777,1764424983.777,1026,0,2.538886070251465,-8,2.1647267,0
251129_140300,3.786,1764424983.786,1090,0,2.839500665664673,3,2.1342404,0
251129_140300,3.757,1764424983.757,1147,0,2.4543893337249756,-7,2.2590454,0
251129_140300,3.759,1764424983.759,947,0,2.555589199066162,13,2.2397377,0
251129_140300,3.789,1764424983.789,1056,0,2.5082504749298096,8,2.1331768,0
251129_140300,3.793,1764424983.793,981,0,2.355081558227539,-6,1.8823642,0
251129_140300,3.795,1764424983.795,948,0,2.3656299114227295,13,1.9040889,0
251129_140300,3.788,1764424983.788,1092,0,2.3407411575317383,10,2.157467,0
251129_140300,3.794,1764424983.794,1165,0,2.533033609390259,-7,1.9001129,0
251129_140300,3.824,1764424983.824,1091,0,2.330824375152588,2,2.0234997,0
251129_140300,3.791,1764424983.791,1064,0,2.4332189559936523,-11,1.9320143,0
251129_140300,3.792,1764424983.792,1137,0,2.3955111503601074,-14,1.9057242,0
251129_140300,3.795,1764424983.795,978,0,2.3786659240722656,-11,1.8640859,0
251129_140300,3.842,1764424983.842,1139,0,2.306814670562744,-14,1.8087201,0
251129_140300,3.841,1764424983.841,1166,0,2.5839550495147705,-7,1.8427685,0
251129_140300,4.341,1764424984.341,1059,0,5.290075302124023,9,2.8270407,29
251129_140300,11.107,1764424991.107,1318,0,2.352635145187378,-11,1.8302379,0
251129_140300,11.107,1764424991.107,1349,0,2.8383302688598633,-14,1.834602,0
251129_140300,11.369,1764424991.369,1513,0,2.5919694900512695,-14,1.8400743,0
251129_140300,11.515,1764424991.515,1372,0,2.351604461669922,-10,1.8090186,21
251129_140300,11.569,1764424991.569,1524,0,2.3605568408966064,-14,2.3173032,0
251129_140300,11.569,1764424991.569,1250,0,2.5443713665008545,-10,1.8745031,0
251129_140300,11.571,1764424991.571,1348,0,2.3379385471343994,-13,1.8936346,0
251129_140300,11.572,1764424991.572,1522,0,3.1175920963287354,-14,2.1130285,0
251129_140300,11.572,1764424991.572,1367,0,2.3691654205322266,-10,2.3539004,0
251129_140300,11.57,1764424991.57,1523,0,2.8715901374816895,-15,2.1915734,0
251129_140300,12.139,1764424992.139,1521,0,2.3941612243652344,-14,2.4346435,32
251129_140300,12.183,1764424992.183,1515,0,3.072232246398926,-14,2.5484197,0
251129_140300,12.183,1764424992.183,1514,0,2.80898118019104,-14,2.225512,0
251129_140300,12.184,1764424992.184,1352,0,2.6231486797332764,-14,2.1494823,0
251129_140300,12.255,1764424992.255,1384,0,2.4287633895874023,10,2.5554054,0
251129_140300,12.253,1764424992.253,1402,0,2.3798635005950928,12,2.6370595,0
251129_140300,12.254,1764424992.254,1438,0,2.310337781906128,9,2.606244,0

251129_140300,12.256,1764424992.256,1441,0,2.488616704940796,9,2.5175598,0
251129_140300,12.253,1764424992.253,1444,0,2.3943870067596436,9,2.6238883,0
251129_140300,12.258,1764424992.258,1439,0,2.8230881690979004,9,2.3842533,0
251129_140300,12.256,1764424992.256,1517,0,3.170741081237793,-13,2.6890833,0
251129_140300,12.257,1764424992.257,1383,0,2.7138853073120117,10,2.5039032,0
251129_140300,12.26,1764424992.26,1440,0,2.871116876602173,9,2.0823128,0
251129_140300,12.259,1764424992.259,1351,0,2.791032075881958,-14,2.2906651,0
251129_140300,12.261,1764424992.261,1394,0,2.496250867843628,12,2.331387,0
251129_140300,12.263,1764424992.263,1261,0,2.624746799468994,5,2.3353724,0
251129_140300,12.282,1764424992.282,1403,0,2.476411819458008,12,2.5421069,0
251129_140300,12.294,1764424992.294,1289,0,2.4586424827575684,8,2.350143,0
251129_140300,12.321,1764424992.321,1390,0,2.4223570823669434,11,2.4864619,0
251129_140300,12.353,1764424992.353,1298,0,2.942549467086792,10,1.9308306,0
251129_140300,12.555,1764424992.555,1387,1,13.40819263458252,11,4.2747593,0
251129_140300,12.559,1764424992.559,1266,0,6.367757320404053,5,3.115388,0
251129_140300,12.556,1764424992.556,1267,1,10.46354866027832,5,3.6752985,0
251129_140300,12.556,1764424992.556,1268,1,10.514364242553711,5,3.840379,0
251129_140300,12.575,1764424992.575,1389,0,7.4638566970825195,11,3.6580052,0
251129_140300,12.558,1764424992.558,1388,1,13.00633716583252,11,4.1576295,0
251129_140300,12.701,1764424992.701,1386,1,8.318580627441406,11,3.6707017,4
251129_140300,12.931,1764424992.931,1269,0,6.729854106903076,5,3.1737626,27
251129_140300,12.969,1764424992.969,1369,1,4.344961166381836,-9,3.1514783,0
251129_140300,12.972,1764424992.972,1518,1,4.340973377227783,-13,3.0753245,0
251129_140300,12.97,1764424992.97,1519,1,4.785559177398682,-13,3.5269065,0
251129_140300,12.967,1764424992.967,1370,1,4.437142372131348,-9,3.206017,0
251129_140300,12.967,1764424992.967,1429,1,13.079827308654785,-2,3.9285598,0
251129_140300,12.97,1764424992.97,1428,1,11.420769691467285,-2,3.7025585,0
251129_140300,12.971,1764424992.971,1427,0,5.946869373321533,-2,3.133114,0
251129_140300,12.994,1764424992.994,1275,0,2.7638967037200928,4,3.0473464,0
251129_140300,12.992,1764424992.992,1276,0,2.5121920108795166,4,3.0710447,0
251129_140300,13.019,1764424993.019,1442,0,2.7318365573883057,9,2.9578314,0
251129_140300,12.995,1764424992.995,1398,0,7.988795280456543,12,3.037829,0
251129_140300,13.047,1764424993.047,1399,0,11.578730583190918,12,2.7777035,0
251129_140300,13.053,1764424993.053,1401,0,5.326122283935547,12,2.766679,0
251129_140300,13.055,1764424993.055,1385,0,2.6221814155578613,10,2.747359,0
251129_140300,13.017,1764424993.017,1400,0,10.265027046203613,12,2.8228278,0
251129_140300,13.094,1764424993.094,1449,0,6.399051666259766,9,2.7077491,0
251129_140300,13.093,1764424993.093,1295,0,9.400426864624023,10,2.716924,0
251129_140300,13.108,1764424993.108,1294,0,6.778865337371826,10,2.6540165,0
251129_140300,13.105,1764424993.105,1443,0,2.7623136043548584,9,2.6744356,0
251129_140300,13.127,1764424993.127,1447,1,13.632720947265625,9,3.3724267,3
251129_140300,13.125,1764424993.125,1368,0,2.632208824157715,-9,2.5727792,0
251129_140300,13.157,1764424993.157,1254,1,9.093109130859375,-9,2.5737658,0
251129_140300,13.082,1764424993.082,1446,0,9.849797248840332,9,2.7282276,0
251129_140300,13.159,1764424993.159,1520,1,3.2532501220703125,-13,2.739919,1
251129_140300,13.196,1764424993.196,1445,0,3.9203147888183594,8,2.49424,0
251129_140300,13.229,1764424993.229,1505,0,2.5987966060638428,-13,2.1896536,0
251129_140300,13.227,1764424993.227,1252,0,5.135892868041992,-9,2.019964,0
251129_140300,13.2,1764424993.2,1296,0,7.908901214599609,10,2.3080502,0
251129_140300,13.324,1764424993.324,1315,1,3.7953474521636963,-11,2.4354677,2
251129_140300,13.306,1764424993.306,1253,1,8.84811782836914,-9,2.4229522,1
251129_140300,13.567,1764424993.567,1448,1,12.262300491333008,9,3.1877973,6
251129_140300,13.665,1764424993.665,1506,1,2.7047343254089355,-13,2.0732956,3
251129_140300,13.766,1764424993.766,1316,1,3.1812124252319336,-11,2.0850234,4
251129_140300,13.789,1764424993.789,1430,1,9.121305465698242,-2,3.2190921,10
251129_140300,13.889,1764424993.889,1255,1,5.622485637664795,-9,1.9706781,7
251129_140300,13.856,1764424993.856,1314,1,2.854778289794922,-11,1.8922325,6
251129_140300,14.094,1764424994.094,1371,1,2.9189469814300537,-9,2.6082969,18
251129_140300,14.103,1764424994.103,1433,0,4.900400161743164,-2,3.059567,0
251129_140300,14.105,1764424994.105,1391,0,2.8264822959899902,11,4.044797,0
251129_140300,14.107,1764424994.107,1291,0,2.4272427558898926,9,2.7430408,0
251129_140300,14.104,1764424994.104,1392,0,2.857189178466797,11,3.601477,0
251129_140300,14.106,1764424994.106,1432,0,5.354222774505615,-2,3.6509426,0
251129_140300,14.105,1764424994.105,1304,0,2.7075035572052,10,3.129593,0
251129_140300,14.124,1764424994.124,1251,0,2.511265516281128,-9,2.7415242,0
251129_140300,14.104,1764424994.104,1305,0,2.9846267700195312,10,2.944489,0
251129_140300,14.15,1764424994.15,1262,0,2.8615810871124268,5,2.8889563,0
251129_140300,14.152,1764424994.152,1282,0,2.416839838027954,7,2.3698924,0
251129_140300,14.147,1764424994.147,1290,0,2.4851136207580566,9,2.7270103,0
251129_140300,14.152,1764424994.152,1263,0,2.61122727394104,5,2.6811101,0
251129_140300,14.154,1764424994.154,1264,0,2.382216215133667,5,2.465518,0
251129_140300,14.486,1764424994.486,1434,0,3.9657373428344727,-2,3.2155726,21
251129_140300,14.566,1764424994.566,1288,0,2.8435728549957275,8,3.2578263,0
251129_140300,14.568,1764424994.568,1426,0,2.7215757369995117,-2,3.233111,0
251129_140300,14.563,1764424994.563,1287,0,3.33241605758667,8,3.358315,0
251129_140300,14.565,1764424994.565,1393,0,2.943059206008911,11,3.897739,0
251129_140300,14.562,1764424994.562,1270,0,2.6826934814453125,4,3.371179,0
251129_140300,14.57,1764424994.57,1516,0,2.445895195007324,-13,3.229255,0
251129_140300,14.576,1764424994.576,1265,0,2.469648599624634,5,3.157141,0
251129_140300,14.573,1764424994.573,1473,1,9.478766441345215,-12,3.279974,0
251129_140300,14.572,1764424994.572,1395,0,2.8691012859344482,12,3.1930087,0
251129_140300,14.599,1764424994.599,1273,0,3.3946385383605957,4,3.0489361,0
251129_140300,14.601,1764424994.601,1450,0,2.356379747390747,9,2.9263144,0
251129_140300,14.564,1764424994.564,1424,0,3.8452951908111572,-2,3.3484316,0
251129_140300,14.582,1764424994.582,1435,0,3.3336031436920166,-2,3.0740614,0
251129_140300,14.58,1764424994.58,1286,0,2.857544422149658,8,3.1077178,0
251129_140300,14.578,1764424994.578,1272,0,3.9619505405426025,4,3.139052,0
251129_140300,14.575,1764424994.575,1423,0,2.6962106227874756,-2,3.1754084,0
251129_140300,14.561,1764424994.561,1431,0,4.124838829040527,-2,3.3846724,0
251129_140300,14.653,1764424994.653,1425,0,3.6562955379486084,-2,2.8097913,0
251129_140300,14.651,1764424994.651,1292,0,3.6652679443359375,9,2.8136425,0
251129_140300,14.682,1764424994.682,1350,0,2.4275989532470703,-14,2.6404297,0
251129_140300,14.658,1764424994.658,1472,1,7.669274806976318,-12,2.6745374,0
251129_140300,14.655,1764424994.655,1284,0,3.576289176940918,7,2.7186937,0
251129_140300,14.656,1764424994.656,1469,0,3.3095102310180664,-12,2.6967232,0
251129_140300,14.654,1764424994.654,1397,0,4.005550384521484,12,2.8006656,0
251129_140300,14.711,1764424994.711,1299,0,4.060522079467773,10,2.5255575,0
251129_140300,14.683,1764424994.683,1436,0,2.719083070755005,-2,2.6203644,0
251129_140300,14.711,1764424994.711,1283,0,3.13354229927063,7,2.5503674,0
251129_140300,14.714,1764424994.714,1437,0,2.351209878921509,-2,2.4429402,0
251129_140300,14.772,1764424994.772,1475,0,3.269528388977051,-11,2.368825,0
251129_140300,14.776,1764424994.776,1376,0,3.082382917404175,-4,2.310058,0
251129_140300,14.649,1764424994.649,1271,0,3.8642630577087402,4,2.840425,0
251129_140300,14.774,1764424994.774,1274,0,2.361983060836792,3,2.3574808,0
251129_140300,14.778,1764424994.778,1468,0,2.589468479156494,-12,2.2944624,0
251129_140300,14.759,1764424994.759,1375,0,3.3952903747558594,-4,2.4097252,0
251129_140300,14.785,1764424994.785,1474,1,7.142478942871094,-12,2.6187632,1
251129_140300,14.758,1764424994.758,1303,0,3.8790061473846436,10,2.4175181,0
251129_140300,14.78,1764424994.78,1317,0,2.3015146255493164,-11,2.2829657,0
251129_140300,14.866,1764424994.866,1302,0,6.332066535949707,10,2.1851032,0
251129_140300,14.906,1764424994.906,1259,0,2.8700857162475586,-9,2.0345373,0
251129_140300,14.955,1764424994.955,1471,0,4.181986331939697,-11,2.006622,0
251129_140300,14.865,1764424994.865,1470,0,3.089926242828369,-12,2.217064,0
251129_140300,14.828,1764424994.828,1301,0,7.474196434020996,10,2.2331746,0
251129_140300,14.957,1764424994.957,1258,0,4.204404354095459,-9,1.9860965,0
251129_140300,14.908,1764424994.908,1293,0,4.791749477386475,10,2.1160822,0
251129_140300,14.864,1764424994.864,1256,0,2.866783380508423,-9,2.219105,0
251129_140300,14.985,1764424994.985,1249,0,2.4822115898132324,-9,1.97185,0
251129_140315,1.228,1764424996.228,1285,0,2.4363937377929688,8,4.0833654,26
251129_140315,1.626,1764424996.626,1300,0,6.9937286376953125,10,2.8433032,33
251129_140315,1.801,1764424996.801,1396,0,4.442560195922852,12,2.8671124,46
251129_140315,12.324,1764425007.324,1832,0,2.539306163787842,-14,1.8327584,44
251129_140315,12.374,1764425007.374,1835,1,5.2537994384765625,-13,3.357782,0
251129_140315,12.375,1764425007.375,1669,0,2.3458802700042725,-8,2.927157,0
251129_140315,12.373,1764425007.373,1834,1,5.439450263977051,-13,3.4028127,0
251129_140315,12.377,1764425007.377,1779,0,2.3141613006591797,8,2.6898055,0
251129_140315,12.377,1764425007.377,1833,0,3.6369123458862305,-13,2.599609,0
251129_140315,12.374,1764425007.374,1783,0,2.3023481369018555,8,2.9635072,0
251129_140315,12.386,1764425007.386,1770,0,2.439350128173828,-7,2.4270937,0
251129_140315,12.387,1764425007.387,1706,0,2.339918851852417,-6,2.1578636,0
251129_140315,12.39,1764425007.39,1792,0,2.776820421218872,5,2.1508088,0
251129_140315,12.391,1764425007.391,1714,0,2.377664804458618,-6,2.1107378,0
251129_140315,12.394,1764425007.394,1713,0,2.721205949783325,-6,2.1031785,0
251129_140315,12.396,1764425007.396,1696,0,2.5432424545288086,-10,2.1031365,0
251129_140315,12.397,1764425007.397,1791,0,2.7074105739593506,5,2.0173175,0
251129_140315,12.382,1764425007.382,1771,0,2.3406808376312256,-7,2.4852889,0
251129_140315,12.384,1764425007.384,1780,0,2.951026439666748,8,2.541492,0
251129_140315,12.399,1764425007.399,1616,0,2.451457977294922,-24,1.8771448,0
251129_140315,12.379,1764425007.379,1697,0,2.467717170715332,-10,2.5966942,0
251129_140315,12.376,1764425007.376,1782,0,2.5520894527435303,8,2.7933767,0
251129_140315,12.401,1764425007.401,1705,0,2.528686761856079,-7,1.804665,0
251129_140315,12.403,1764425007.403,1781,0,3.0515408515930176,8,2.3327188,0
251129_140315,12.851,1764425007.851,1836,0,3.2645366191864014,-13,2.5367305,26
251129_140315,12.935,1764425007.935,1837,0,2.337735176086426,-13,2.7645023,0
251129_140315,12.934,1764425007.934,1716,0,2.3406379222869873,-4,2.7362895,0
251129_140315,12.936,1764425007.936,1817,0,2.3313584327697754,-14,2.7421992,0
251129_140315,12.949,1764425007.949,1818,0,2.4951629638671875,-14,2.350307,0
251129_140315,12.95,1764425007.95,1657,0,2.721827983856201,10,2.310102,0
251129_140315,12.936,1764425007.936,1656,0,2.7164523601531982,10,2.831209,0
251129_140315,12.948,1764425007.948,1773,1,7.413809299468994,-4,3.2819953,0
251129_140315,12.969,1764425007.969,1775,0,3.5336642265319824,-4,2.5337496,0
251129_140315,12.97,1764425007.97,1710,0,2.359898090362549,-7,2.2703323,0
251129_140315,12.971,1764425007.971,1776,0,2.694408416748047,-4,2.2759998,0
251129_140315,12.973,1764425007.973,1777,0,2.417285680770874,-6,2.2583163,0
251129_140315,12.972,1764425007.972,1666,0,2.3185226917266846,9,2.5923927,0
251129_140315,12.992,1764425007.992,1698,1,3.398083448410034,-10,3.3292298,1
251129_140315,13.032,1764425008.032,1618,0,2.4058258533477783,-22,2.2186594,0
251129_140315,13.01,1764425008.01,1711,0,2.3520259857177734,-7,2.2544794,0
251129_140315,13.061,1764425008.061,1708,0,2.67350435256958,-7,2.1385934,0
251129_140315,13.082,1764425008.082,1838,0,2.369382381439209,-10,2.1619737,0
251129_140315,13.081,1764425008.081,1699,1,3.3135266304016113,-10,3.8573217,3
251129_140315,13.043,1764425008.043,1635,0,3.806107521057129,-13,2.199722,0
251129_140315,13.094,1764425008.094,1638,0,3.7159862518310547,-13,2.0451758,0
251129_140315,13.092,1764425008.092,1668,0,2.833627223968506,-8,2.048026,0
251129_140315,13.088,1764425008.088,1772,1,5.077657222747803,-4,2.5476778,1
251129_140315,13.132,1764425008.132,1700,0,2.372234344482422,-10,2.085952,0
251129_140315,13.09,1764425008.09,1812,0,2.627420425415039,-14,2.0792005,0
251129_140315,13.093,1764425008.093,1707,0,2.527956485748291,-7,2.0454125,0
251129_140315,13.139,1764425008.139,1774,1,6.704701900482178,-4,2.7273118,3
251129_140315,13.142,1764425008.142,1769,0,2.3172552585601807,-8,1.9217856,0
251129_140315,13.164,1764425008.164,1712,0,2.3638949394226074,-7,1.9102246,0
251129_140315,13.143,1764425008.143,1709,0,2.552046060562134,-7,1.990293,0
251129_140315,13.167,1764425008.167,1734,0,4.124793529510498,3,1.8537585,0
251129_140315,13.183,1764425008.183,1623,0,2.6267807483673096,-22,1.825889,0
251129_140315,13.465,1764425008.465,1722,1,5.538387298583984,-23,1.8636839,4
251129_140315,13.551,1764425008.551,1723,1,5.318902969360352,-23,1.9178243,5
251129_140315,14.663,1764425009.663,1809,0,2.5639305114746094,-14,2.0379324,26
251129_140330,0.13,1764425010.13,1839,0,2.34173583984375,-10,2.1499512,37
251129_140330,0.188,1764425010.188,1810,0,3.581526756286621,-14,2.0343294,35
251129_140330,0.233,1764425010.233,1659,0,3.1833086013793945,10,3.4054759,0
251129_140330,0.232,1764425010.232,1661,0,4.911596298217773,10,3.2642782,0
251129_140330,0.23,1764425010.23,1662,1,8.731646537780762,10,3.9833481,0
251129_140330,0.233,1764425010.233,1690,1,7.167149066925049,-6,3.4408529,0
251129_140330,0.235,1764425010.235,1658,0,2.7057974338531494,10,3.3052146,0
251129_140330,0.255,1764425010.255,1785,1,7.022861480712891,13,3.2050567,0
251129_140330,0.234,1764425010.234,1663,1,9.57397747039795,10,4.223142,0
251129_140330,0.287,1764425010.287,1652,1,5.259043216705322,16,3.1042562,0

251129_140330,0.286,1764425010.286,1764,1,6.1446123123168945,-6,3.604428,1
251129_140330,0.444,1764425010.444,1796,1,12.196468353271484,5,3.218444,1
251129_140330,0.453,1764425010.453,1665,0,2.527463674545288,9,2.945749,0
251129_140330,0.452,1764425010.452,1672,1,8.948188781738281,-8,3.1380816,2
251129_140330,0.418,1764425010.418,1765,1,4.368503093719482,-6,3.1200488,1
251129_140330,0.551,1764425010.551,1763,1,5.221629619598389,-6,3.042647,1
251129_140330,0.455,1764425010.455,1795,0,10.196650505065918,5,2.907652,0
251129_140330,0.528,1764425010.528,1691,1,6.3056464195251465,-6,3.127113,1
251129_140330,0.581,1764425010.581,1685,0,2.914992094039917,-6,2.8566544,0
251129_140330,0.632,1764425010.632,1660,0,2.519912004470825,10,2.7939963,0
251129_140330,0.649,1764425010.649,1794,0,4.917600631713867,5,2.78069,0
251129_140330,0.733,1764425010.733,1815,1,8.261672973632812,-14,2.8740482,3
251129_140330,0.631,1764425010.631,1651,1,4.9217448234558105,16,2.8203008,0
251129_140330,0.796,1764425010.796,1797,1,8.943740844726562,5,3.2048662,4
251129_140330,0.777,1764425010.777,1650,0,2.720029830932617,16,2.7354503,0
251129_140330,0.766,1764425010.766,1814,1,8.59727954864502,-14,2.9513435,3
251129_140330,0.952,1764425010.952,1786,1,6.096929550170898,13,2.7027843,1
251129_140330,0.917,1764425010.917,1637,1,6.376762866973877,-13,2.7719724,2
251129_140330,0.972,1764425010.972,1671,1,6.430989742279053,-8,2.632743,1
251129_140330,1.06,1764425011.06,1683,0,2.8452069759368896,-6,2.4877098,0
251129_140330,1.072,1764425011.072,1636,1,6.365233421325684,-13,2.7734482,4
251129_140330,1.107,1764425011.107,1787,0,3.0621817111968994,13,2.4469316,0
251129_140330,1.107,1764425011.107,1816,0,4.884729862213135,-14,2.4275944,0
251129_140330,1.045,1764425011.045,1822,1,3.270763397216797,-24,2.6513064,1
251129_140330,1.144,1764425011.144,1801,0,2.834106206893921,5,2.347481,0
251129_140330,1.264,1764425011.264,1639,0,2.437530994415283,-13,2.3089383,0
251129_140330,1.258,1764425011.258,1653,1,3.609661340713501,17,2.5376332,3
251129_140330,1.214,1764425011.214,1670,0,2.308681011199951,-10,2.3184202,0
251129_140330,1.208,1764425011.208,1640,0,3.150371789932251,-13,2.3249028,0
251129_140330,1.312,1764425011.312,1742,0,6.32007360458374,-14,2.1617603,0
251129_140330,1.257,1764425011.257,1784,1,5.010602951049805,13,2.5090532,2
251129_140330,1.278,1764425011.278,1674,0,3.7935616970062256,-8,2.2812421,0
251129_140330,1.28,1764425011.28,1813,0,5.652597904205322,-14,2.251877,0
251129_140330,1.37,1764425011.37,1620,0,4.7676005363464355,-22,2.0559726,0
251129_140330,1.336,1764425011.336,1819,0,2.3910880088806152,-18,2.1473167,0
251129_140330,1.349,1764425011.349,1743,0,4.085048675537109,-15,2.0457423,0
251129_140330,1.38,1764425011.38,1621,0,4.7985310554504395,-22,1.9991109,0
251129_140330,1.314,1764425011.314,1654,0,2.5620107650756836,16,2.1527174,0
251129_140330,1.348,1764425011.348,1664,1,6.620733261108398,10,3.26085,8
251129_140330,1.379,1764425011.379,1655,0,2.3830699920654297,16,1.9937125,0
251129_140330,1.382,1764425011.382,1806,0,2.6420717239379883,4,1.804553,0
251129_140330,1.513,1764425011.513,1673,1,7.573582172393799,-8,2.6992831,5
251129_140330,1.795,1764425011.795,1689,1,5.250260829925537,-6,2.73805,11
251129_140330,2.697,1764425012.697,1692,0,3.3763184547424316,-6,2.624148,34
251129_140330,2.825,1764425012.825,1741,0,6.85460901260376,-7,2.0358799,36
