timestamp   		id   decoded  score   llr_sd   snr   n_its   time_in_decode
251127_172300_14.3 2100       0    3.91    2.38    -8.0     3.0   0.124
251127_172300_14.3 1974       0    6.83    2.31   -18.0     0.0   0.002
251127_172300_14.3 2043       0    4.76    2.26   -17.0     0.0   0.012
251127_172300_14.4 3059       0    7.39    2.37   -12.0     3.0   0.136
251127_172300_14.4 2304       1    2.52    2.24    -8.0     2.0   0.053
251127_172300_14.5 2038       0    2.79    2.21   -17.0     0.0   0.000
251127_172300_14.6 2979       0    4.87    2.18    -9.0     0.0   0.012
251127_172300_14.7 1754       0    3.48    2.13    -4.0     0.0   0.000
251127_172300_14.8 3057       0    6.37    2.08   -12.0     0.0   0.002
251127_172300_14.9 3056       0    2.97    2.05   -12.0     0.0   0.000
251127_172315_0.0 2331       1    4.69    2.24     2.0     8.0   0.264
251127_172315_0.2 2980       1    4.28    2.08    -9.0     3.0   0.145
251127_172315_0.3 3060       0    3.96    1.94   -12.0     0.0   0.003
251127_172315_0.4 2901       0    3.62    1.88    -2.0     0.0   0.049
251127_172315_0.6 2911       0    2.82    1.87    -2.0     0.0   0.001
251127_172315_0.7 2330       0    3.48    1.79     2.0     0.0   0.020
251127_172315_0.9 2342       0    2.74    1.74     0.0     0.0   0.037
251127_172315_1.0 2910       0    5.79    1.71    -2.0     0.0   0.017
251127_172315_1.1 2332       0    3.97    2.01     2.0    11.0   1.552
251127_172315_1.1 1977       0    2.86    2.05   -18.0    11.0   1.728
251127_172315_1.1 2902       0    3.52    1.97    -1.0    10.0   1.397
251127_172315_1.2 2909       0    6.71    2.00    -2.0     9.0   1.524
251127_172315_1.2 1757       0    3.74    2.02    -4.0    13.0   1.729
251127_172315_11.7 4272       0    2.83    2.31    12.0     0.0   0.001
251127_172315_11.8 4313       0    2.74    1.83    -4.0     0.0   0.002
251127_172315_11.8 4274       0    2.67    2.52    12.0     0.0   0.004
251127_172315_11.8 4273       0    3.43    2.59    12.0     0.0   0.005
251127_172315_12.1 4200       0    3.07    2.53    -4.0     0.0   0.000
251127_172315_12.1 4057       0    2.67    2.45     2.0     0.0   0.000
251127_172315_12.1 4202       0    3.42    2.34    -4.0     0.0   0.001
251127_172315_12.2 4732       0    2.55    1.84   -12.0     0.0   0.001
251127_172315_12.2 4201       0    3.86    2.17    -4.0     0.0   0.003
251127_172315_13.0 4283       1    3.99    3.86    10.0     0.0   0.000
251127_172315_13.0 4282       0    3.92    3.99    10.0     0.0   0.003
251127_172315_13.1 4075       0    2.55    2.13     3.0     0.0   0.003
251127_172315_13.2 4317       0    3.01    1.71    -3.0     0.0   0.004
251127_172315_13.2 3679       0    2.82    2.16   -11.0     0.0   0.023
251127_172315_13.3 4056       0    2.77    2.65     2.0    29.0   1.062
251127_172315_13.5 4076       0    2.62    2.21     3.0    38.0   1.480
251127_172315_13.6 4281       0    2.85    2.67    12.0    10.0   0.608
251127_172315_13.9 4284       0    3.04    3.27    10.0    29.0   0.924
251127_172315_14.0 4461       1    7.78    3.76    -2.0     0.0   0.001
251127_172315_14.0 4462       0    7.12    3.70    -2.0     0.0   0.001
251127_172315_14.1 4212       1   11.41    3.67    -3.0     0.0   0.000
251127_172315_14.1 4464       0    4.60    3.39    -3.0     0.0   0.000
251127_172315_14.2 3962       1    5.46    3.31    15.0     0.0   0.001
251127_172315_14.2 3961       0    5.82    3.29    15.0     0.0   0.000
251127_172315_14.2 3449       1    9.68    3.35    -3.0     1.0   0.038
251127_172315_14.2 4211       0   10.62    3.33    -3.0     1.0   0.056
251127_172315_14.3 4465       0    4.89    3.23    -3.0     0.0   0.001
251127_172315_14.3 4374       1    8.50    3.22    -7.0     0.0   0.018
251127_172315_14.3 4411       1   10.66    3.43     9.0     4.0   0.154
251127_172315_14.4 4412       0    9.83    3.27     9.0     4.0   0.190
251127_172315_14.4 4466       0    3.66    2.73    -3.0     0.0   0.002
251127_172315_14.4 4210       0    6.03    3.05    -3.0     0.0   0.020
251127_172315_14.5 4408       0    3.44    2.98     9.0     0.0   0.000
251127_172315_14.6 3450       0    8.48    3.02    -3.0     1.0   0.051
251127_172315_14.6 4417       0    3.15    2.84     9.0     0.0   0.013
251127_172315_14.7 3447       0    2.69    2.75    -3.0     0.0   0.005
251127_172315_14.8 4213       0    7.78    3.18    -2.0     1.0   0.059
251127_172315_14.9 4413       0    5.22    2.66     9.0     0.0   0.020
251127_172330_0.0 4375       0    6.71    2.68    -7.0     2.0   0.222
251127_172330_0.1 4460       0    5.18    3.02    -2.0     9.0   0.460
251127_172330_0.3 4372       0    3.03    2.62    -7.0     0.0   0.015
251127_172330_0.3 4297       0    3.14    2.58     6.0     0.0   0.003
251127_172330_0.5 4373       0    6.74    2.54    -7.0     1.0   0.145
251127_172330_0.6 4376       0    3.04    2.41    -8.0     0.0   0.005
251127_172330_0.6 4366       0    2.89    2.39    -9.0     0.0   0.000
251127_172330_0.8 4058       0    3.13    2.36     2.0     0.0   0.001
251127_172330_0.9 4739       1    2.93    2.38   -19.0     1.0   0.159
251127_172330_1.0 3960       0    3.70    2.63    15.0    12.0   1.278
251127_172330_1.1 4410       0    7.16    2.50     9.0     4.0   0.664
251127_172330_1.1 4409       0    3.54    2.34     8.0     0.0   0.018
251127_172330_1.1 4463       0    3.90    2.76    -2.0    17.0   1.717
251127_172330_1.1 4214       0    3.22    2.56    -3.0     8.0   1.052
251127_172330_1.1 4365       0    3.23    2.54    -9.0     7.0   0.926
251127_172330_1.2 4059       0    3.32    2.34     2.0     2.0   0.177
251127_172330_1.2 3963       0    3.36    2.77    14.0    16.0   1.810
251127_172330_1.2 4383       0    3.49    2.28    -7.0     0.0   0.001
251127_172330_1.2 3451       0    4.36    2.60    -3.0    10.0   1.378
251127_172330_1.2 3448       0    6.93    2.56    -3.0     7.0   1.223
251127_172330_1.2 4070       0    4.85    2.28     3.0     0.0   0.000
251127_172330_1.2 4399       0    4.26    2.27     9.0     0.0   0.001
251127_172330_1.2 4403       0    2.57    2.23     9.0     0.0   0.001
251127_172330_1.2 3955       0    2.83    2.22    13.0     0.0   0.001
251127_172330_1.2 3956       0    3.05    2.21    13.0     0.0   0.001
251127_172330_1.2 4400       0    4.07    2.17     9.0     0.0   0.000
251127_172330_1.2 4422       0    3.12    2.16     9.0     0.0   0.001
251127_172330_1.2 4738       0    2.68    2.16   -19.0     0.0   0.001
251127_172330_1.2 4298       0    3.33    2.14     6.0     0.0   0.001
251127_172330_1.2 4073       0    3.09    2.13     3.0     0.0   0.001
251127_172330_1.2 4220       0    2.92    2.13    -3.0     0.0   0.001
251127_172330_1.2 4219       0    2.80    2.04    -3.0     0.0   0.001
251127_172330_1.2 4069       0    3.73    2.03     3.0     0.0   0.001
251127_172330_1.2 4473       0    3.59    2.03    -4.0     0.0   0.000
251127_172330_1.2 4423       0    3.56    2.02     9.0     0.0   0.001
251127_172330_1.2 4472       0    2.79    2.02    -4.0     0.0   0.001
251127_172330_1.2 4404       0    3.80    2.00     9.0     0.0   0.001
251127_172330_1.2 4474       0    3.14    2.00    -4.0     0.0   0.001
251127_172330_1.2 3667       0    4.24    1.99   -11.0     0.0   0.000
251127_172330_1.2 4067       0   10.59    1.99     3.0     0.0   0.001
251127_172330_1.2 4071       0    4.16    1.94     3.0     0.0   0.001
251127_172330_1.2 4398       0    2.57    1.92     9.0     0.0   0.001
251127_172330_1.2 3666       0    4.55    1.91   -11.0     0.0   0.001
251127_172330_1.2 4384       0    3.23    1.91    -7.0     0.0   0.001
251127_172330_1.2 4065       0    4.76    1.88     3.0     0.0   0.001
251127_172330_1.2 4424       0    2.77    1.82     9.0     0.0   0.001
251127_172330_1.2 4072       0    3.42    1.75     3.0     0.0   0.001
251127_172330_1.2 4066       0    9.32    1.74     3.0     0.0   0.000
251127_172330_11.4 5503       0    2.53    3.24    -4.0     0.0   0.001
251127_172330_11.4 5501       0    3.06    2.86    -4.0     0.0   0.001
251127_172330_11.4 5502       0    3.11    2.66    -4.0     0.0   0.001
251127_172330_11.7 5226       0    2.50    2.54   -14.0     0.0   0.001
251127_172330_11.8 5245       0    2.70    1.95   -10.0     0.0   0.001
251127_172330_11.8 5737       0    2.55    1.78    -5.0     0.0   0.000
251127_172330_12.1 6006       0    3.21    2.36   -14.0     0.0   0.001
251127_172330_12.1 5094       0    2.78    2.24     4.0     0.0   0.001
251127_172330_12.1 6007       0    2.50    2.00   -14.0     0.0   0.000
251127_172330_12.2 5513       1   10.49    3.42    -4.0     0.0   0.003
251127_172330_12.2 5095       0    2.73    1.94     4.0     0.0   0.001
251127_172330_12.2 6005       0    2.90    1.91   -14.0     0.0   0.002
251127_172330_12.5 5514       0    5.62    2.87    -4.0    22.0   0.401
251127_172330_12.5 5512       0   11.77    3.72    -4.0     0.0   0.001
251127_172330_12.5 5544       1    6.07    3.97     9.0     0.0   0.002
251127_172330_12.5 5543       0    6.86    4.03     9.0     0.0   0.003
251127_172330_12.6 5545       0    3.29    3.42     9.0     0.0   0.004
251127_172330_12.7 5116       0    2.70    2.50     4.0     0.0   0.003
251127_172330_12.7 5218       0    2.64    2.17   -15.0     0.0   0.001
251127_172330_12.8 5220       0    2.99    2.43   -15.0     0.0   0.017
251127_172330_12.8 5219       0    3.40    2.56   -15.0     0.0   0.021
251127_172330_12.9 5217       0    2.62    2.06   -15.0     0.0   0.000
251127_172330_13.0 5542       0    4.93    3.45     9.0     6.0   0.325
251127_172330_13.6 5511       0    8.17    3.12    -4.0    21.0   1.161
251127_172330_13.8 5216       0    2.57    1.90   -15.0    26.0   1.227
251127_172330_14.1 5510       0    2.74    2.90    -5.0    40.0   1.611
251127_172330_14.1 5582       1    5.54    4.56    19.0     0.0   0.001
251127_172330_14.2 5105       1   13.93    3.75     6.0     0.0   0.000
251127_172330_14.2 5108       0    2.50    3.68     6.0     0.0   0.001
251127_172330_14.3 5449       1   10.57    3.84     0.0     0.0   0.003
251127_172330_14.4 5106       0   12.87    3.67     6.0     0.0   0.000
251127_172330_14.4 5450       0    9.76    3.67     0.0     0.0   0.001
251127_172330_14.6 5109       0    3.02    3.58     6.0     0.0   0.000
251127_172330_14.6 5581       0    3.93    3.61    18.0     0.0   0.002
251127_172330_14.7 5451       0    5.22    3.00     0.0     0.0   0.000
251127_172330_14.8 5107       0    7.24    2.95     5.0     0.0   0.001
251127_172330_14.8 5164       1    9.59    2.94    -5.0     0.0   0.014
251127_172345_0.0 5515       0    2.95    2.88    -4.0     0.0   0.001
251127_172345_0.1 5100       0    2.71    2.83     6.0     0.0   0.012
251127_172345_0.1 5104       0    9.12    2.98     6.0     4.0   0.383
251127_172345_0.2 5516       0    2.92    2.74    -4.0     0.0   0.001
251127_172345_0.3 5110       0    2.67    2.75     5.0     0.0   0.014
251127_172345_0.4 5507       0    2.77    2.68    -5.0     0.0   0.034
251127_172345_0.4 5163       0    8.78    2.68    -5.0     0.0   0.004
251127_172345_0.4 5616       1    4.77    2.65    -7.0     2.0   0.086
251127_172345_0.5 5644       0    4.15    2.19    -1.0     0.0   0.001
251127_172345_0.5 5068       1    7.94    2.33    -5.0     1.0   0.088
251127_172345_0.6 5223       0    2.75    2.33   -13.0     0.0   0.020
251127_172345_0.7 5583       0    4.92    4.28    19.0    14.0   1.234
251127_172345_0.7 5506       0    3.09    2.30    -5.0     0.0   0.002
251127_172345_0.8 5411       0    6.16    2.27   -10.0     0.0   0.001
251127_172345_0.9 5643       0    4.48    2.27    -1.0     0.0   0.005
251127_172345_1.0 6012       1    6.54    2.40   -13.0     1.0   0.157
251127_172345_1.1 6221       0   12.05    2.15    -2.0     0.0   0.008
251127_172345_1.1 5067       0    6.69    2.16    -5.0     3.0   0.262
251127_172345_1.1 6236       0    3.04    2.09    -2.0     0.0   0.014
251127_172345_1.1 6055       0    2.85    2.09   -19.0     2.0   0.198
251127_172345_1.1 5617       0    3.52    2.14    -7.0     4.0   0.377
251127_172345_1.1 5734       0    4.15    1.99    -5.0     0.0   0.001
251127_172345_1.1 6013       0    5.22    1.98   -13.0     0.0   0.000
251127_172345_1.1 5448       0    6.90    3.04     0.0    20.0   1.964
251127_172345_1.1 5165       0    6.27    2.10    -5.0     5.0   0.352
251127_172345_1.1 5243       0    3.87    2.05   -10.0     0.0   0.000
251127_172345_1.1 5162       0    4.59    2.05    -5.0     0.0   0.000
251127_172345_1.1 5642       0    3.03    2.04    -1.0     0.0   0.001
251127_172345_1.1 6370       0    7.78    2.02   -10.0     0.0   0.001
251127_172345_1.1 6011       0    5.11    2.00   -13.0     0.0   0.002
251127_172345_1.1 5584       0    3.27    3.50    19.0    25.0   1.899
251127_172345_1.1 5615       0    4.16    2.07    -8.0     1.0   0.111
251127_172345_1.1 5242       0    4.33    1.94   -10.0     0.0   0.002
251127_172345_1.1 5241       0    2.94    1.93   -10.0     0.0   0.001
251127_172345_1.1 6220       0    9.47    1.87    -2.0     0.0   0.000
251127_172345_1.1 6223       0    4.38    1.84    -2.0     0.0   0.001
251127_172345_1.1 6184       0    7.75    1.82   -15.0     0.0   0.001
251127_172345_1.1 5066       0    3.16    1.81    -5.0     0.0   0.001
251127_172345_1.1 6219       0    3.85    1.80    -2.0     0.0   0.001
251127_172345_1.1 6222       0    9.35    1.78    -2.0     0.0   0.001
251127_172345_1.1 5069       0    5.70    1.78    -5.0     0.0   0.001
251127_172345_1.1 5410       0    5.46    1.73   -10.0     0.0   0.000
251127_172345_1.1 5412       0    4.64    1.71   -11.0     0.0   0.001
251127_172345_11.7 7583       0    2.77    3.07    14.0     0.0   0.001
251127_172345_11.7 7585       0    2.63    3.41    14.0     0.0   0.001
251127_172345_11.7 7446       0    3.16    1.95   -12.0     0.0   0.001
251127_172345_11.7 7434       0    2.93    1.82    -9.0     0.0   0.000
251127_172345_11.7 7584       0    3.00    2.88    14.0     0.0   0.002
251127_172345_11.7 7448       0    3.19    1.80   -13.0     0.0   0.000
251127_172345_11.7 7640       0    2.87    1.72   -15.0     0.0   0.000
251127_172345_12.0 7712       0    3.16    2.61     4.0     0.0   0.000
251127_172345_12.1 7559       0    2.66    2.47    -6.0     0.0   0.001
251127_172345_12.1 7436       0    3.23    1.89    -9.0     0.0   0.000
251127_172345_12.1 7437       0    2.99    1.84    -9.0     0.0   0.000
251127_172345_12.1 6857       0    3.36    1.75    -9.0     0.0   0.001
251127_172345_12.2 7561       0    2.96    2.32    -6.0     0.0   0.020
251127_172345_12.2 7560       0    3.29    2.03    -6.0     0.0   0.020
251127_172345_12.3 7514       0    2.94    1.75     2.0     0.0   0.001
251127_172345_12.3 7769       0    2.58    2.76    -2.0     0.0   0.023
251127_172345_12.5 7595       1    6.76    4.14    14.0     0.0   0.002
251127_172345_12.6 6966       0    2.52    1.72   -11.0     0.0   0.001
251127_172345_12.6 7594       0    7.43    4.38    14.0     0.0   0.003
251127_172345_12.7 7713       0    3.14    2.33     4.0    31.0   0.685
251127_172345_12.8 7593       0    5.01    3.58    14.0     6.0   0.273
251127_172345_13.0 7596       0    3.86    3.28    14.0    19.0   0.514
251127_172345_13.1 7524       1   10.84    3.51     2.0     0.0   0.002
251127_172345_13.1 7773       1   10.90    3.61    -2.0     0.0   0.003
251127_172345_13.2 7523       0   10.08    2.98     2.0     0.0   0.001
251127_172345_13.2 7768       0    2.59    2.85    -3.0     0.0   0.001
251127_172345_13.2 7273       1    5.79    3.76    14.0     0.0   0.005
251127_172345_13.3 7274       0    4.67    3.45    13.0     0.0   0.005
251127_172345_13.3 7275       0    3.06    3.15    13.0     0.0   0.006
251127_172345_13.4 7724       1    6.95    3.63     5.0     1.0   0.032
251127_172345_13.4 7723       0    7.12    3.77     5.0     1.0   0.050
251127_172345_13.4 7043       1    3.06    2.92    -1.0     1.0   0.035
251127_172345_13.5 7722       0    4.39    2.92     5.0     0.0   0.000
251127_172345_13.6 7774       0   11.23    3.59    -2.0     0.0   0.005
251127_172345_13.6 7272       0    4.40    3.20    14.0     5.0   0.205
251127_172345_13.7 7609       0    2.71    2.76    10.0     0.0   0.035
251127_172345_13.7 7042       0    2.89    2.81    -1.0     1.0   0.059
251127_172345_13.8 7525       0    7.09    2.74     2.0     1.0   0.022
251127_172345_13.8 7725       0    4.04    2.65     4.0     0.0   0.001
251127_172345_13.8 7772       0    6.71    2.60    -3.0     0.0   0.001
251127_172345_13.9 7309       0    2.84    2.42   -10.0     0.0   0.000
251127_172345_14.0 7522       0    5.56    2.33     1.0     0.0   0.001
251127_172345_14.0 7610       0    2.70    2.16    10.0     0.0   0.003
251127_172345_14.1 7304       0    2.51    2.14   -10.0     0.0   0.001
251127_172345_14.1 7306       1    7.41    2.57    -9.0     6.0   0.288
251127_172345_14.2 6992       0   10.60    2.14    -4.0     0.0   0.003
251127_172345_14.2 6991       0   10.00    2.06    -4.0     0.0   0.000
251127_172345_14.2 6986       0    2.79    1.95    -4.0     0.0   0.019
251127_172345_14.2 7307       0    8.79    2.73    -9.0    12.0   0.593
251127_172345_14.3 6985       0    2.55    1.93    -4.0     0.0   0.001
251127_172345_14.3 6838       0    3.15    1.92   -12.0     0.0   0.001
251127_172345_14.4 6837       0    2.59    1.90   -12.0     0.0   0.001
251127_172345_14.4 6850       0    6.26    1.87    -9.0     0.0   0.001
251127_172345_14.5 6851       0    6.39    1.84    -9.0     0.0   0.001
251127_172345_14.6 6868       0    4.91    1.84    -5.0     0.0   0.001
251127_172345_14.6 7305       0    3.87    1.80    -9.0     0.0   0.001
251127_172345_14.6 6852       0    3.61    1.78    -9.0     0.0   0.001
251127_172345_14.7 6993       0    6.77    1.77    -4.0     0.0   0.000
251127_172345_14.7 6867       0    4.38    1.76    -5.0     0.0   0.001
251127_172345_14.8 6849       0    3.53    1.71    -9.0     0.0   0.001
251127_172345_14.9 7775       0    7.11    2.82    -2.0    35.0   1.680
251127_172345_14.9 7771       0    3.77    3.35    -3.0     0.0   0.001
251127_172345_15.0 7770       0    2.68    3.31    -3.0     0.0   0.003
251127_172400_0.1 7270       0    2.96    3.37    14.0     0.0   0.006
251127_172400_0.1 7776       0    4.56    3.19    -3.0     0.0   0.003
251127_172400_0.2 6773       0    2.61    2.50    -6.0     0.0   0.001
251127_172400_0.2 7607       0    2.59    2.43    10.0     0.0   0.001
251127_172400_0.2 7778       0    3.48    2.37    -3.0     0.0   0.002
251127_172400_0.2 6754       0    3.71    2.13    -5.0     0.0   0.001
251127_172400_0.2 7777       0    4.69    3.16    -3.0     0.0   0.003
251127_172400_0.3 6758       0    2.51    3.06    -5.0     0.0   0.003
251127_172400_0.4 6761       1    3.84    3.21    -6.0     1.0   0.063
251127_172400_0.6 7269       0    2.74    2.86    14.0     0.0   0.000
251127_172400_0.7 6762       0    3.15    2.98    -5.0     1.0   0.111
251127_172400_0.8 7318       0    2.50    2.10   -10.0     0.0   0.002
251127_172400_0.9 6753       0    2.95    2.09    -5.0     0.0   0.009
